id_transacao; id_produto;nome_produto;marca;fornecedor ;departamento;categoria;valor
2879;5440.58;produto id5440.58;produto da marca 5441;fornecedor prod5441;bazar;chocolate;119.21
2880;5984.01;produto id5984.01;produto da marca 5984;fornecedor prod5984;mercearia;roupa;217.56
2881;1617.80;produto id1617.80;produto da marca 1618;fornecedor prod1618;bazar;bebida;553.65
2882;5704.70;produto id5704.70;produto da marca 5705;fornecedor prod5705;mercearia;chocolate;8.28
2883;3830.30;produto id3830.30;produto da marca 3830;fornecedor prod3830;bazar;roupa;130.63
2884;5899.09;produto id5899.09;produto da marca 5899;fornecedor prod5899;mercearia;bebida;219.33
2885;4571.23;produto id4571.23;produto da marca 4571;fornecedor prod4571;bazar;chocolate;219.87
2886;1872.57;produto id1872.57;produto da marca 1873;fornecedor prod1873;mercearia;roupa;290.59
2887;2062.24;produto id2062.24;produto da marca 2062;fornecedor prod2062;bazar;bebida;221.82
2888;4540.69;produto id4540.69;produto da marca 4541;fornecedor prod4541;mercearia;chocolate;99.40
2889;1300.24;produto id1300.24;produto da marca 1300;fornecedor prod1300;bazar;roupa;233.34
2890;2953.94;produto id2953.94;produto da marca 2954;fornecedor prod2954;mercearia;bebida;499.21
2891;4051.12;produto id4051.12;produto da marca 4051;fornecedor prod4051;bazar;chocolate;134.69
2892;3462.15;produto id3462.15;produto da marca 3462;fornecedor prod3462;mercearia;roupa;280.49
2893;4308.09;produto id4308.09;produto da marca 4308;fornecedor prod4308;bazar;bebida;338.53
2894;5600.56;produto id5600.56;produto da marca 5601;fornecedor prod5601;mercearia;chocolate;202.35
2895;2801.86;produto id2801.86;produto da marca 2802;fornecedor prod2802;bazar;roupa;207.14
2896;3775.31;produto id3775.31;produto da marca 3775;fornecedor prod3775;mercearia;bebida;459.59
2897;4896.49;produto id4896.49;produto da marca 4896;fornecedor prod4896;bazar;chocolate;180.27
2898;1703.57;produto id1703.57;produto da marca 1704;fornecedor prod1704;mercearia;roupa;201.36
2899;5644.16;produto id5644.16;produto da marca 5644;fornecedor prod5644;bazar;bebida;425.60
2900;3676.61;produto id3676.61;produto da marca 3677;fornecedor prod3677;mercearia;chocolate;35.50
2901;1236.74;produto id1236.74;produto da marca 1237;fornecedor prod1237;bazar;roupa;256.80
2902;1521.22;produto id1521.22;produto da marca 1521;fornecedor prod1521;mercearia;bebida;96.86
2903;3988.02;produto id3988.02;produto da marca 3988;fornecedor prod3988;bazar;chocolate;246.78
2904;1582.03;produto id1582.03;produto da marca 1582;fornecedor prod1582;mercearia;roupa;82.94
2905;1227.32;produto id1227.32;produto da marca 1227;fornecedor prod1227;bazar;bebida;423.32
2906;974.53;produto id974.53;produto da marca 975;fornecedor prod975;mercearia;chocolate;295.94
2907;758.18;produto id758.18;produto da marca 758;fornecedor prod758;bazar;roupa;286.75
2908;3551.35;produto id3551.35;produto da marca 3551;fornecedor prod3551;mercearia;bebida;333.60
2909;5704.83;produto id5704.83;produto da marca 5705;fornecedor prod5705;bazar;chocolate;291.28
2910;2157.46;produto id2157.46;produto da marca 2157;fornecedor prod2157;mercearia;roupa;253.68
2911;601.78;produto id601.78;produto da marca 602;fornecedor prod602;bazar;bebida;277.59
2912;1495.59;produto id1495.59;produto da marca 1496;fornecedor prod1496;mercearia;chocolate;217.53
2913;4557.04;produto id4557.04;produto da marca 4557;fornecedor prod4557;bazar;roupa;178.33
2914;921.42;produto id921.42;produto da marca 921;fornecedor prod921;mercearia;bebida;171.21
2915;3559.59;produto id3559.59;produto da marca 3560;fornecedor prod3560;bazar;chocolate;49.09
2916;1021.20;produto id1021.20;produto da marca 1021;fornecedor prod1021;mercearia;roupa;297.74
2917;978.10;produto id978.10;produto da marca 978;fornecedor prod978;bazar;bebida;561.86
2918;5267.14;produto id5267.14;produto da marca 5267;fornecedor prod5267;mercearia;chocolate;111.32
2919;3559.40;produto id3559.40;produto da marca 3559;fornecedor prod3559;bazar;roupa;294.66
2920;4418.58;produto id4418.58;produto da marca 4419;fornecedor prod4419;mercearia;bebida;589.51
2921;1018.94;produto id1018.94;produto da marca 1019;fornecedor prod1019;bazar;chocolate;186.19
2922;1582.76;produto id1582.76;produto da marca 1583;fornecedor prod1583;mercearia;roupa;179.54
2923;1570.43;produto id1570.43;produto da marca 1570;fornecedor prod1570;bazar;bebida;150.22
2924;2402.92;produto id2402.92;produto da marca 2403;fornecedor prod2403;mercearia;chocolate;143.57
2925;4898.52;produto id4898.52;produto da marca 4899;fornecedor prod4899;bazar;roupa;154.96
2926;2213.63;produto id2213.63;produto da marca 2214;fornecedor prod2214;mercearia;bebida;204.19
2927;5585.13;produto id5585.13;produto da marca 5585;fornecedor prod5585;bazar;chocolate;242.14
2928;3480.22;produto id3480.22;produto da marca 3480;fornecedor prod3480;mercearia;roupa;281.94
2929;3759.19;produto id3759.19;produto da marca 3759;fornecedor prod3759;bazar;bebida;257.31
2930;966.59;produto id966.59;produto da marca 967;fornecedor prod967;mercearia;chocolate;152.48
2931;2818.40;produto id2818.40;produto da marca 2818;fornecedor prod2818;bazar;roupa;287.29
2932;3689.27;produto id3689.27;produto da marca 3689;fornecedor prod3689;mercearia;bebida;328.07
2933;4302.91;produto id4302.91;produto da marca 4303;fornecedor prod4303;bazar;chocolate;82.49
2934;5971.22;produto id5971.22;produto da marca 5971;fornecedor prod5971;mercearia;roupa;99.69
2935;3563.92;produto id3563.92;produto da marca 3564;fornecedor prod3564;bazar;bebida;488.23
2936;3527.91;produto id3527.91;produto da marca 3528;fornecedor prod3528;mercearia;chocolate;19.81
2937;1795.53;produto id1795.53;produto da marca 1796;fornecedor prod1796;bazar;roupa;132.85
2938;3514.43;produto id3514.43;produto da marca 3514;fornecedor prod3514;mercearia;bebida;432.01
2939;3717.23;produto id3717.23;produto da marca 3717;fornecedor prod3717;bazar;chocolate;219.19
2940;2422.78;produto id2422.78;produto da marca 2423;fornecedor prod2423;mercearia;roupa;73.00
2941;4160.69;produto id4160.69;produto da marca 4161;fornecedor prod4161;bazar;bebida;424.21
2942;5682.25;produto id5682.25;produto da marca 5682;fornecedor prod5682;mercearia;chocolate;141.80
2943;5587.83;produto id5587.83;produto da marca 5588;fornecedor prod5588;bazar;roupa;74.17
2944;2115.05;produto id2115.05;produto da marca 2115;fornecedor prod2115;mercearia;bebida;410.90
2945;5398.69;produto id5398.69;produto da marca 5399;fornecedor prod5399;bazar;chocolate;262.44
2946;5596.46;produto id5596.46;produto da marca 5596;fornecedor prod5596;mercearia;roupa;56.38
2947;2808.03;produto id2808.03;produto da marca 2808;fornecedor prod2808;bazar;bebida;400.35
2948;2750.68;produto id2750.68;produto da marca 2751;fornecedor prod2751;mercearia;chocolate;130.81
2949;1784.88;produto id1784.88;produto da marca 1785;fornecedor prod1785;bazar;roupa;275.92
2950;5482.85;produto id5482.85;produto da marca 5483;fornecedor prod5483;mercearia;bebida;177.76
2951;4499.01;produto id4499.01;produto da marca 4499;fornecedor prod4499;bazar;chocolate;213.52
2952;2227.27;produto id2227.27;produto da marca 2227;fornecedor prod2227;mercearia;roupa;238.49
2953;2976.72;produto id2976.72;produto da marca 2977;fornecedor prod2977;bazar;bebida;103.91
2954;5948.93;produto id5948.93;produto da marca 5949;fornecedor prod5949;mercearia;chocolate;229.87
2955;3709.96;produto id3709.96;produto da marca 3710;fornecedor prod3710;bazar;roupa;107.51
2956;3381.14;produto id3381.14;produto da marca 3381;fornecedor prod3381;mercearia;bebida;574.78
2957;1815.34;produto id1815.34;produto da marca 1815;fornecedor prod1815;bazar;chocolate;18.97
2958;2521.27;produto id2521.27;produto da marca 2521;fornecedor prod2521;mercearia;roupa;107.86
2959;5139.28;produto id5139.28;produto da marca 5139;fornecedor prod5139;bazar;bebida;237.18
2960;201.27;produto id201.27;produto da marca 201;fornecedor prod201;mercearia;chocolate;179.23
2961;4676.64;produto id4676.64;produto da marca 4677;fornecedor prod4677;bazar;roupa;73.79
2962;4966.65;produto id4966.65;produto da marca 4967;fornecedor prod4967;mercearia;bebida;369.27
2963;2160.19;produto id2160.19;produto da marca 2160;fornecedor prod2160;bazar;chocolate;294.95
2964;5961.12;produto id5961.12;produto da marca 5961;fornecedor prod5961;mercearia;roupa;57.97
2965;4636.50;produto id4636.50;produto da marca 4637;fornecedor prod4637;bazar;bebida;38.73
2966;2974.05;produto id2974.05;produto da marca 2974;fornecedor prod2974;mercearia;chocolate;250.36
2967;5704.65;produto id5704.65;produto da marca 5705;fornecedor prod5705;bazar;roupa;97.58
2968;1091.20;produto id1091.20;produto da marca 1091;fornecedor prod1091;mercearia;bebida;393.22
2969;4921.33;produto id4921.33;produto da marca 4921;fornecedor prod4921;bazar;chocolate;176.03
2970;4503.24;produto id4503.24;produto da marca 4503;fornecedor prod4503;mercearia;roupa;92.88
2971;4653.36;produto id4653.36;produto da marca 4653;fornecedor prod4653;bazar;bebida;421.54
2972;712.14;produto id712.14;produto da marca 712;fornecedor prod712;mercearia;chocolate;273.04
2973;2427.95;produto id2427.95;produto da marca 2428;fornecedor prod2428;bazar;roupa;100.43
2974;1496.79;produto id1496.79;produto da marca 1497;fornecedor prod1497;mercearia;bebida;197.84
2975;1399.99;produto id1399.99;produto da marca 1400;fornecedor prod1400;bazar;chocolate;44.73
2976;2142.82;produto id2142.82;produto da marca 2143;fornecedor prod2143;mercearia;roupa;186.98
2977;73.78;produto id73.78;produto da marca 74;fornecedor prod74;bazar;bebida;287.40
2978;2495.64;produto id2495.64;produto da marca 2496;fornecedor prod2496;mercearia;chocolate;281.41
2979;3848.39;produto id3848.39;produto da marca 3848;fornecedor prod3848;bazar;roupa;296.47
2980;979.74;produto id979.74;produto da marca 980;fornecedor prod980;mercearia;bebida;387.12
2981;456.79;produto id456.79;produto da marca 457;fornecedor prod457;bazar;chocolate;80.13
2982;1001.65;produto id1001.65;produto da marca 1002;fornecedor prod1002;mercearia;roupa;201.06
2983;2573.15;produto id2573.15;produto da marca 2573;fornecedor prod2573;bazar;bebida;104.33
2984;4261.02;produto id4261.02;produto da marca 4261;fornecedor prod4261;mercearia;chocolate;29.34
2985;4226.39;produto id4226.39;produto da marca 4226;fornecedor prod4226;bazar;roupa;280.85
2986;1736.16;produto id1736.16;produto da marca 1736;fornecedor prod1736;mercearia;bebida;28.59
2987;5341.78;produto id5341.78;produto da marca 5342;fornecedor prod5342;bazar;chocolate;76.87
2988;3073.34;produto id3073.34;produto da marca 3073;fornecedor prod3073;mercearia;roupa;215.76
2989;4466.04;produto id4466.04;produto da marca 4466;fornecedor prod4466;bazar;bebida;283.63
2990;214.17;produto id214.17;produto da marca 214;fornecedor prod214;mercearia;chocolate;16.52
2991;1838.64;produto id1838.64;produto da marca 1839;fornecedor prod1839;bazar;roupa;143.35
2992;5870.80;produto id5870.80;produto da marca 5871;fornecedor prod5871;mercearia;bebida;306.71
2993;1356.75;produto id1356.75;produto da marca 1357;fornecedor prod1357;bazar;chocolate;189.19
2994;3901.24;produto id3901.24;produto da marca 3901;fornecedor prod3901;mercearia;roupa;139.58
2995;5409.72;produto id5409.72;produto da marca 5410;fornecedor prod5410;bazar;bebida;599.85
2996;3629.81;produto id3629.81;produto da marca 3630;fornecedor prod3630;mercearia;chocolate;276.71
2997;1587.28;produto id1587.28;produto da marca 1587;fornecedor prod1587;bazar;roupa;42.16
2998;4908.06;produto id4908.06;produto da marca 4908;fornecedor prod4908;mercearia;bebida;36.54
2999;3405.90;produto id3405.90;produto da marca 3406;fornecedor prod3406;bazar;chocolate;52.26
3000;4554.94;produto id4554.94;produto da marca 4555;fornecedor prod4555;mercearia;roupa;205.45
3001;2136.48;produto id2136.48;produto da marca 2136;fornecedor prod2136;bazar;bebida;245.54
3002;1968.01;produto id1968.01;produto da marca 1968;fornecedor prod1968;mercearia;chocolate;89.33
3003;1051.11;produto id1051.11;produto da marca 1051;fornecedor prod1051;bazar;roupa;192.41
3004;2990.55;produto id2990.55;produto da marca 2991;fornecedor prod2991;mercearia;bebida;560.20
3005;61.82;produto id61.82;produto da marca 62;fornecedor prod62;bazar;chocolate;7.96
3006;2751.00;produto id2751.00;produto da marca 2751;fornecedor prod2751;mercearia;roupa;137.86
3007;4061.44;produto id4061.44;produto da marca 4061;fornecedor prod4061;bazar;bebida;587.54
3008;5759.66;produto id5759.66;produto da marca 5760;fornecedor prod5760;mercearia;chocolate;129.44
3009;2634.47;produto id2634.47;produto da marca 2634;fornecedor prod2634;bazar;roupa;204.72
3010;1223.48;produto id1223.48;produto da marca 1223;fornecedor prod1223;mercearia;bebida;310.11
3011;1660.27;produto id1660.27;produto da marca 1660;fornecedor prod1660;bazar;chocolate;186.51
3012;3168.49;produto id3168.49;produto da marca 3168;fornecedor prod3168;mercearia;roupa;249.89
3013;273.57;produto id273.57;produto da marca 274;fornecedor prod274;bazar;bebida;188.02
3014;485.19;produto id485.19;produto da marca 485;fornecedor prod485;mercearia;chocolate;11.54
3015;2972.54;produto id2972.54;produto da marca 2973;fornecedor prod2973;bazar;roupa;115.30
3016;2834.31;produto id2834.31;produto da marca 2834;fornecedor prod2834;mercearia;bebida;560.50
3017;5095.11;produto id5095.11;produto da marca 5095;fornecedor prod5095;bazar;chocolate;286.41
3018;5977.41;produto id5977.41;produto da marca 5977;fornecedor prod5977;mercearia;roupa;82.07
3019;3833.14;produto id3833.14;produto da marca 3833;fornecedor prod3833;bazar;bebida;88.11
3020;4182.23;produto id4182.23;produto da marca 4182;fornecedor prod4182;mercearia;chocolate;114.63
3021;2555.19;produto id2555.19;produto da marca 2555;fornecedor prod2555;bazar;roupa;186.95
3022;493.39;produto id493.39;produto da marca 493;fornecedor prod493;mercearia;bebida;23.92
3023;5818.04;produto id5818.04;produto da marca 5818;fornecedor prod5818;bazar;chocolate;39.32
3024;922.22;produto id922.22;produto da marca 922;fornecedor prod922;mercearia;roupa;146.27
3025;5823.22;produto id5823.22;produto da marca 5823;fornecedor prod5823;bazar;bebida;239.04
3026;4739.82;produto id4739.82;produto da marca 4740;fornecedor prod4740;mercearia;chocolate;165.03
3027;4384.71;produto id4384.71;produto da marca 4385;fornecedor prod4385;bazar;roupa;203.53
3028;479.06;produto id479.06;produto da marca 479;fornecedor prod479;mercearia;bebida;328.71
3029;5102.15;produto id5102.15;produto da marca 5102;fornecedor prod5102;bazar;chocolate;174.67
3030;4981.75;produto id4981.75;produto da marca 4982;fornecedor prod4982;mercearia;roupa;237.62
3031;1668.12;produto id1668.12;produto da marca 1668;fornecedor prod1668;bazar;bebida;358.65
3032;31.49;produto id31.49;produto da marca 31;fornecedor prod31;mercearia;chocolate;249.43
3033;5024.17;produto id5024.17;produto da marca 5024;fornecedor prod5024;bazar;roupa;141.16
3034;171.69;produto id171.69;produto da marca 172;fornecedor prod172;mercearia;bebida;151.53
3035;3378.95;produto id3378.95;produto da marca 3379;fornecedor prod3379;bazar;chocolate;175.39
3036;2680.59;produto id2680.59;produto da marca 2681;fornecedor prod2681;mercearia;roupa;50.56
3037;4173.77;produto id4173.77;produto da marca 4174;fornecedor prod4174;bazar;bebida;50.17
3038;2036.33;produto id2036.33;produto da marca 2036;fornecedor prod2036;mercearia;chocolate;147.44
3039;3803.21;produto id3803.21;produto da marca 3803;fornecedor prod3803;bazar;roupa;235.36
3040;4298.54;produto id4298.54;produto da marca 4299;fornecedor prod4299;mercearia;bebida;586.82
3041;939.84;produto id939.84;produto da marca 940;fornecedor prod940;bazar;chocolate;237.88
3042;5985.49;produto id5985.49;produto da marca 5985;fornecedor prod5985;mercearia;roupa;172.67
3043;5447.63;produto id5447.63;produto da marca 5448;fornecedor prod5448;bazar;bebida;311.66
3044;2269.76;produto id2269.76;produto da marca 2270;fornecedor prod2270;mercearia;chocolate;253.70
3045;5963.70;produto id5963.70;produto da marca 5964;fornecedor prod5964;bazar;roupa;246.69
3046;545.27;produto id545.27;produto da marca 545;fornecedor prod545;mercearia;bebida;326.68
3047;5124.84;produto id5124.84;produto da marca 5125;fornecedor prod5125;bazar;chocolate;22.12
3048;799.16;produto id799.16;produto da marca 799;fornecedor prod799;mercearia;roupa;227.87
3049;5207.55;produto id5207.55;produto da marca 5208;fornecedor prod5208;bazar;bebida;52.09
3050;1100.18;produto id1100.18;produto da marca 1100;fornecedor prod1100;mercearia;chocolate;124.08
3051;96.05;produto id96.05;produto da marca 96;fornecedor prod96;bazar;roupa;205.81
3052;2924.52;produto id2924.52;produto da marca 2925;fornecedor prod2925;mercearia;bebida;198.10
3053;4724.70;produto id4724.70;produto da marca 4725;fornecedor prod4725;bazar;chocolate;296.46
3054;4335.76;produto id4335.76;produto da marca 4336;fornecedor prod4336;mercearia;roupa;157.00
3055;2566.36;produto id2566.36;produto da marca 2566;fornecedor prod2566;bazar;bebida;217.28
3056;2723.29;produto id2723.29;produto da marca 2723;fornecedor prod2723;mercearia;chocolate;38.08
3057;4598.53;produto id4598.53;produto da marca 4599;fornecedor prod4599;bazar;roupa;86.36
3058;1653.99;produto id1653.99;produto da marca 1654;fornecedor prod1654;mercearia;bebida;362.57
3059;5209.53;produto id5209.53;produto da marca 5210;fornecedor prod5210;bazar;chocolate;191.81
3060;4646.67;produto id4646.67;produto da marca 4647;fornecedor prod4647;mercearia;roupa;243.66
3061;3361.60;produto id3361.60;produto da marca 3362;fornecedor prod3362;bazar;bebida;129.60
3062;853.26;produto id853.26;produto da marca 853;fornecedor prod853;mercearia;chocolate;79.47
3063;4143.90;produto id4143.90;produto da marca 4144;fornecedor prod4144;bazar;roupa;210.59
3064;1629.17;produto id1629.17;produto da marca 1629;fornecedor prod1629;mercearia;bebida;180.80
3065;591.49;produto id591.49;produto da marca 591;fornecedor prod591;bazar;chocolate;8.43
3066;4491.84;produto id4491.84;produto da marca 4492;fornecedor prod4492;mercearia;roupa;174.63
3067;3054.17;produto id3054.17;produto da marca 3054;fornecedor prod3054;bazar;bebida;190.44
3068;5484.05;produto id5484.05;produto da marca 5484;fornecedor prod5484;mercearia;chocolate;177.65
3069;4421.17;produto id4421.17;produto da marca 4421;fornecedor prod4421;bazar;roupa;299.43
3070;1596.45;produto id1596.45;produto da marca 1596;fornecedor prod1596;mercearia;bebida;176.73
3071;4404.16;produto id4404.16;produto da marca 4404;fornecedor prod4404;bazar;chocolate;173.50
3072;5084.15;produto id5084.15;produto da marca 5084;fornecedor prod5084;mercearia;roupa;284.76
3073;1263.37;produto id1263.37;produto da marca 1263;fornecedor prod1263;bazar;bebida;224.29
3074;5627.38;produto id5627.38;produto da marca 5627;fornecedor prod5627;mercearia;chocolate;162.49
3075;5924.54;produto id5924.54;produto da marca 5925;fornecedor prod5925;bazar;roupa;124.06
3076;4853.36;produto id4853.36;produto da marca 4853;fornecedor prod4853;mercearia;bebida;498.94
3077;227.98;produto id227.98;produto da marca 228;fornecedor prod228;bazar;chocolate;280.93
3078;488.56;produto id488.56;produto da marca 489;fornecedor prod489;mercearia;roupa;273.90
3079;1343.84;produto id1343.84;produto da marca 1344;fornecedor prod1344;bazar;bebida;502.77
3080;5900.82;produto id5900.82;produto da marca 5901;fornecedor prod5901;mercearia;chocolate;143.56
3081;419.21;produto id419.21;produto da marca 419;fornecedor prod419;bazar;roupa;206.65
3082;536.36;produto id536.36;produto da marca 536;fornecedor prod536;mercearia;bebida;344.34
3083;2477.98;produto id2477.98;produto da marca 2478;fornecedor prod2478;bazar;chocolate;121.98
3084;3348.05;produto id3348.05;produto da marca 3348;fornecedor prod3348;mercearia;roupa;296.93
3085;4032.43;produto id4032.43;produto da marca 4032;fornecedor prod4032;bazar;bebida;229.37
3086;2851.57;produto id2851.57;produto da marca 2852;fornecedor prod2852;mercearia;chocolate;46.17
3087;263.40;produto id263.40;produto da marca 263;fornecedor prod263;bazar;roupa;39.18
3088;1938.25;produto id1938.25;produto da marca 1938;fornecedor prod1938;mercearia;bebida;510.17
3089;5601.85;produto id5601.85;produto da marca 5602;fornecedor prod5602;bazar;chocolate;144.72
3090;642.18;produto id642.18;produto da marca 642;fornecedor prod642;mercearia;roupa;250.30
3091;1099.86;produto id1099.86;produto da marca 1100;fornecedor prod1100;bazar;bebida;491.96
3092;1922.54;produto id1922.54;produto da marca 1923;fornecedor prod1923;mercearia;chocolate;201.89
3093;2319.28;produto id2319.28;produto da marca 2319;fornecedor prod2319;bazar;roupa;253.90
3094;5295.46;produto id5295.46;produto da marca 5295;fornecedor prod5295;mercearia;bebida;253.57
3095;2966.61;produto id2966.61;produto da marca 2967;fornecedor prod2967;bazar;chocolate;133.62
3096;1723.90;produto id1723.90;produto da marca 1724;fornecedor prod1724;mercearia;roupa;273.44
3097;1431.22;produto id1431.22;produto da marca 1431;fornecedor prod1431;bazar;bebida;127.27
3098;5982.92;produto id5982.92;produto da marca 5983;fornecedor prod5983;mercearia;chocolate;161.57
3099;2402.46;produto id2402.46;produto da marca 2402;fornecedor prod2402;bazar;roupa;158.45
3100;3716.61;produto id3716.61;produto da marca 3717;fornecedor prod3717;mercearia;bebida;323.38
3101;4654.85;produto id4654.85;produto da marca 4655;fornecedor prod4655;bazar;chocolate;152.41
3102;3815.95;produto id3815.95;produto da marca 3816;fornecedor prod3816;mercearia;roupa;126.37
3103;2797.40;produto id2797.40;produto da marca 2797;fornecedor prod2797;bazar;bebida;155.29
3104;905.66;produto id905.66;produto da marca 906;fornecedor prod906;mercearia;chocolate;99.10
3105;2937.17;produto id2937.17;produto da marca 2937;fornecedor prod2937;bazar;roupa;91.93
3106;3631.18;produto id3631.18;produto da marca 3631;fornecedor prod3631;mercearia;bebida;344.10
3107;420.55;produto id420.55;produto da marca 421;fornecedor prod421;bazar;chocolate;156.13
3108;704.86;produto id704.86;produto da marca 705;fornecedor prod705;mercearia;roupa;156.69
3109;5441.16;produto id5441.16;produto da marca 5441;fornecedor prod5441;bazar;bebida;368.51
3110;2729.76;produto id2729.76;produto da marca 2730;fornecedor prod2730;mercearia;chocolate;152.41
3111;825.68;produto id825.68;produto da marca 826;fornecedor prod826;bazar;roupa;231.78
3112;4379.08;produto id4379.08;produto da marca 4379;fornecedor prod4379;mercearia;bebida;209.88
3113;1347.89;produto id1347.89;produto da marca 1348;fornecedor prod1348;bazar;chocolate;144.54
3114;759.36;produto id759.36;produto da marca 759;fornecedor prod759;mercearia;roupa;262.56
3115;3730.38;produto id3730.38;produto da marca 3730;fornecedor prod3730;bazar;bebida;427.15
3116;1639.54;produto id1639.54;produto da marca 1640;fornecedor prod1640;mercearia;chocolate;293.71
3117;2383.20;produto id2383.20;produto da marca 2383;fornecedor prod2383;bazar;roupa;86.58
3118;3026.34;produto id3026.34;produto da marca 3026;fornecedor prod3026;mercearia;bebida;482.77
3119;511.31;produto id511.31;produto da marca 511;fornecedor prod511;bazar;chocolate;37.06
3120;4862.73;produto id4862.73;produto da marca 4863;fornecedor prod4863;mercearia;roupa;78.25
3121;4257.81;produto id4257.81;produto da marca 4258;fornecedor prod4258;bazar;bebida;586.37
3122;2735.02;produto id2735.02;produto da marca 2735;fornecedor prod2735;mercearia;chocolate;43.61
3123;4098.63;produto id4098.63;produto da marca 4099;fornecedor prod4099;bazar;roupa;264.82
3124;1784.79;produto id1784.79;produto da marca 1785;fornecedor prod1785;mercearia;bebida;494.89
3125;4437.54;produto id4437.54;produto da marca 4438;fornecedor prod4438;bazar;chocolate;157.83
3126;5193.61;produto id5193.61;produto da marca 5194;fornecedor prod5194;mercearia;roupa;128.36
3127;4216.71;produto id4216.71;produto da marca 4217;fornecedor prod4217;bazar;bebida;93.75
3128;2451.89;produto id2451.89;produto da marca 2452;fornecedor prod2452;mercearia;chocolate;35.63
3129;1790.81;produto id1790.81;produto da marca 1791;fornecedor prod1791;bazar;roupa;163.93
3130;477.74;produto id477.74;produto da marca 478;fornecedor prod478;mercearia;bebida;23.12
3131;4103.09;produto id4103.09;produto da marca 4103;fornecedor prod4103;bazar;chocolate;76.69
3132;627.33;produto id627.33;produto da marca 627;fornecedor prod627;mercearia;roupa;32.43
3133;5572.16;produto id5572.16;produto da marca 5572;fornecedor prod5572;bazar;bebida;568.88
3134;511.95;produto id511.95;produto da marca 512;fornecedor prod512;mercearia;chocolate;272.15
3135;5419.61;produto id5419.61;produto da marca 5420;fornecedor prod5420;bazar;roupa;32.10
3136;1881.54;produto id1881.54;produto da marca 1882;fornecedor prod1882;mercearia;bebida;128.19
3137;385.61;produto id385.61;produto da marca 386;fornecedor prod386;bazar;chocolate;201.85
3138;612.19;produto id612.19;produto da marca 612;fornecedor prod612;mercearia;roupa;146.84
3139;1153.55;produto id1153.55;produto da marca 1154;fornecedor prod1154;bazar;bebida;538.44
3140;2451.06;produto id2451.06;produto da marca 2451;fornecedor prod2451;mercearia;chocolate;247.76
3141;5664.64;produto id5664.64;produto da marca 5665;fornecedor prod5665;bazar;roupa;220.17
3142;5678.70;produto id5678.70;produto da marca 5679;fornecedor prod5679;mercearia;bebida;113.75
3143;131.68;produto id131.68;produto da marca 132;fornecedor prod132;bazar;chocolate;271.30
3144;3737.56;produto id3737.56;produto da marca 3738;fornecedor prod3738;mercearia;roupa;104.60
3145;1376.28;produto id1376.28;produto da marca 1376;fornecedor prod1376;bazar;bebida;566.70
3146;1364.65;produto id1364.65;produto da marca 1365;fornecedor prod1365;mercearia;chocolate;112.59
3147;2955.77;produto id2955.77;produto da marca 2956;fornecedor prod2956;bazar;roupa;277.14
3148;2228.90;produto id2228.90;produto da marca 2229;fornecedor prod2229;mercearia;bebida;94.54
3149;3805.56;produto id3805.56;produto da marca 3806;fornecedor prod3806;bazar;chocolate;245.98
3150;376.58;produto id376.58;produto da marca 377;fornecedor prod377;mercearia;roupa;144.14
3151;4420.60;produto id4420.60;produto da marca 4421;fornecedor prod4421;bazar;bebida;551.93
3152;2142.07;produto id2142.07;produto da marca 2142;fornecedor prod2142;mercearia;chocolate;103.86
3153;4720.42;produto id4720.42;produto da marca 4720;fornecedor prod4720;bazar;roupa;284.32
3154;3162.65;produto id3162.65;produto da marca 3163;fornecedor prod3163;mercearia;bebida;330.00
3155;3186.98;produto id3186.98;produto da marca 3187;fornecedor prod3187;bazar;chocolate;289.27
3156;3006.05;produto id3006.05;produto da marca 3006;fornecedor prod3006;mercearia;roupa;102.93
3157;4315.83;produto id4315.83;produto da marca 4316;fornecedor prod4316;bazar;bebida;219.64
3158;3114.13;produto id3114.13;produto da marca 3114;fornecedor prod3114;mercearia;chocolate;172.54
3159;3742.99;produto id3742.99;produto da marca 3743;fornecedor prod3743;bazar;roupa;287.97
3160;2781.20;produto id2781.20;produto da marca 2781;fornecedor prod2781;mercearia;bebida;115.94
3161;3103.22;produto id3103.22;produto da marca 3103;fornecedor prod3103;bazar;chocolate;49.54
3162;617.18;produto id617.18;produto da marca 617;fornecedor prod617;mercearia;roupa;50.25
3163;5691.47;produto id5691.47;produto da marca 5691;fornecedor prod5691;bazar;bebida;452.63
3164;4724.52;produto id4724.52;produto da marca 4725;fornecedor prod4725;mercearia;chocolate;11.20
3165;1918.83;produto id1918.83;produto da marca 1919;fornecedor prod1919;bazar;roupa;213.55
3166;3692.24;produto id3692.24;produto da marca 3692;fornecedor prod3692;mercearia;bebida;137.74
3167;3869.82;produto id3869.82;produto da marca 3870;fornecedor prod3870;bazar;chocolate;116.47
3168;3257.52;produto id3257.52;produto da marca 3258;fornecedor prod3258;mercearia;roupa;218.32
3169;2497.71;produto id2497.71;produto da marca 2498;fornecedor prod2498;bazar;bebida;591.03
3170;535.62;produto id535.62;produto da marca 536;fornecedor prod536;mercearia;chocolate;61.81
3171;1493.34;produto id1493.34;produto da marca 1493;fornecedor prod1493;bazar;roupa;88.55
3172;3985.53;produto id3985.53;produto da marca 3986;fornecedor prod3986;mercearia;bebida;302.53
3173;3130.44;produto id3130.44;produto da marca 3130;fornecedor prod3130;bazar;chocolate;187.90
